2.05949,0.882948
2.07694,0.87462
2.0944,0.866025
2.11185,0.857167
2.1293,0.848048
2.14675,0.838671
2.16421,0.829038
2.18166,0.819152
2.19911,0.809017
2.21657,0.798636
2.23402,0.788011
2.25147,0.777146
2.26893,0.766044
2.28638,0.75471
2.30383,0.743145
2.32129,0.731354
2.33874,0.71934
2.35619,0.707107
2.37365,0.694658
2.3911,0.681998
2.40855,0.669131
2.42601,0.656059
2.44346,0.642788
2.46091,0.62932
2.47837,0.615661
2.49582,0.601815
2.51327,0.587785
2.53073,0.573576
2.54818,0.559193
2.56563,0.544639
2.58309,0.529919
2.60054,0.515038
2.61799,0.5
2.63545,0.48481
2.6529,0.469472
2.67035,0.45399
2.68781,0.438371
2.70526,0.422618
2.72271,0.406737
2.74017,0.390731
2.75762,0.374607
2.77507,0.358368
2.79253,0.34202
2.80998,0.325568
2.82743,0.309017
2.84489,0.292372
2.86234,0.275637
2.87979,0.258819
2.89725,0.241922
2.9147,0.224951
2.93215,0.207912
2.94961,0.190809
2.96706,0.173648
2.98451,0.156434
3.00197,0.139173
3.01942,0.121869
3.03687,0.104528
3.05433,0.0871557
3.07178,0.0697565
3.08923,0.052336
3.10669,0.0348995
3.12414,0.0174524
3.14159,1.22465e-16
3.15905,-0.0174524
3.1765,-0.0348995
3.19395,-0.052336
3.21141,-0.0697565
3.22886,-0.0871557
3.24631,-0.104528
3.26377,-0.121869
3.28122,-0.139173
3.29867,-0.156434
3.31613,-0.173648
3.33358,-0.190809
3.35103,-0.207912
3.36849,-0.224951
3.38594,-0.241922
3.40339,-0.258819
3.42085,-0.275637
3.4383,-0.292372
3.45575,-0.309017
3.47321,-0.325568
3.49066,-0.34202
3.50811,-0.358368
3.52557,-0.374607
3.54302,-0.390731
3.56047,-0.406737
3.57792,-0.422618
3.59538,-0.438371
3.61283,-0.45399
3.63028,-0.469472
3.64774,-0.48481
3.66519,-0.5
3.68264,-0.515038
3.7001,-0.529919
3.71755,-0.544639
3.735,-0.559193
3.75246,-0.573576
3.76991,-0.587785
3.78736,-0.601815
3.80482,-0.615661
3.82227,-0.62932
3.83972,-0.642788
3.85718,-0.656059
3.87463,-0.669131
3.89208,-0.681998
3.90954,-0.694658
3.92699,-0.707107
3.94444,-0.71934
3.9619,-0.731354
3.97935,-0.743145
3.9968,-0.75471
4.01426,-0.766044
4.03171,-0.777146
4.04916,-0.788011
4.06662,-0.798636
4.08407,-0.809017
4.10152,-0.819152
4.11898,-0.829038
4.13643,-0.838671
4.15388,-0.848048
4.17134,-0.857167
4.18879,-0.866025
4.20624,-0.87462
4.2237,-0.882948
4.24115,-0.891007
4.2586,-0.898794
4.27606,-0.906308
4.29351,-0.913545
4.31096,-0.920505
4.32842,-0.927184
4.34587,-0.93358
4.36332,-0.939693
4.38078,-0.945519
4.39823,-0.951057
4.41568,-0.956305
4.43314,-0.961262
4.45059,-0.965926
4.46804,-0.970296
4.4855,-0.97437
4.50295,-0.978148
4.5204,-0.981627
4.53786,-0.984808
4.55531,-0.987688
4.57276,-0.990268
4.59022,-0.992546
4.60767,-0.994522
4.62512,-0.996195
4.64258,-0.997564
4.66003,-0.99863
4.67748,-0.999391
4.69494,-0.999848
4.71239,-1
4.72984,-0.999848
4.7473,-0.999391
4.76475,-0.99863
4.7822,-0.997564
4.79966,-0.996195
4.81711,-0.994522
4.83456,-0.992546
4.85202,-0.990268
4.86947,-0.987688
4.88692,-0.984808
4.90438,-0.981627
4.92183,-0.978148
4.93928,-0.97437
4.95674,-0.970296
4.97419,-0.965926
4.99164,-0.961262
5.00909,-0.956305
5.02655,-0.951057
5.044,-0.945519
5.06145,-0.939693
5.07891,-0.93358
5.09636,-0.927184
5.11381,-0.920505
5.13127,-0.913545
5.14872,-0.906308
5.16617,-0.898794
5.18363,-0.891007
5.20108,-0.882948
5.21853,-0.87462
5.23599,-0.866025
5.25344,-0.857167
5.27089,-0.848048
5.28835,-0.838671
5.3058,-0.829038
5.32325,-0.819152
5.34071,-0.809017
5.35816,-0.798636
5.37561,-0.788011
5.39307,-0.777146
5.41052,-0.766044
5.42797,-0.75471
5.44543,-0.743145
5.46288,-0.731354
5.48033,-0.71934
5.49779,-0.707107
5.51524,-0.694658
5.53269,-0.681998
5.55015,-0.669131
5.5676,-0.656059
5.58505,-0.642788
5.60251,-0.62932
5.61996,-0.615661
5.63741,-0.601815
5.65487,-0.587785
5.67232,-0.573576
5.68977,-0.559193
5.70723,-0.544639
5.72468,-0.529919
5.74213,-0.515038
5.75959,-0.5
5.77704,-0.48481
5.79449,-0.469472
5.81195,-0.45399
5.8294,-0.438371
5.84685,-0.422618
5.86431,-0.406737
5.88176,-0.390731
5.89921,-0.374607
5.91667,-0.358368
5.93412,-0.34202
5.95157,-0.325568
5.96903,-0.309017
5.98648,-0.292372
6.00393,-0.275637
6.02139,-0.258819
6.03884,-0.241922
6.05629,-0.224951
6.07375,-0.207912
6.0912,-0.190809
6.10865,-0.173648
6.12611,-0.156434
6.14356,-0.139173
6.16101,-0.121869
6.17847,-0.104528
6.19592,-0.0871557
6.21337,-0.0697565
6.23083,-0.052336
6.24828,-0.0348995
6.26573,-0.0174524
